Id,SalePrice
1461,121609.89
1462,151441.62
1463,177357.22
1464,190031.8
1465,188950.69
1466,176709.27
1467,175444.94
1468,163711.1
1469,170546.61
1470,122072.12
1471,198795.33
1472,93520.336
1473,94721.125
1474,152807.58
1475,128238.805
1476,408858.88
1477,268773.62
1478,295023.9
1479,247112.62
1480,446088.78
1481,322970.75
1482,216028.34
1483,160848.19
1484,170948.0
1485,177731.02
1486,192732.17
1487,341586.47
1488,226614.5
1489,205797.28
1490,241972.44
1491,190995.22
1492,88507.48
1493,194568.88
1494,304034.16
1495,284280.72
1496,244923.95
1497,174492.03
1498,169250.66
1499,160214.19
1500,151767.03
1501,173940.12
1502,149231.55
1503,313655.4
1504,231715.89
1505,226431.25
1506,184901.28
1507,258327.06
1508,195358.2
1509,161347.08
1510,143779.78
1511,139234.02
1512,165345.88
1513,141972.39
1514,170354.89
1515,199092.1
1516,166443.84
1517,155791.08
1518,134276.53
1519,231633.8
1520,133719.53
1521,134185.88
1522,172900.52
1523,109876.36
1524,123020.516
1525,124016.31
1526,127006.98
1527,104106.05
1528,132402.48
1529,153301.22
1530,174295.5
1531,96847.62
1532,98887.086
1533,159430.47
1534,119036.25
1535,157240.48
1536,120763.43
1537,75604.03
1538,203720.77
1539,207788.25
1540,91190.33
1541,142290.77
1542,131930.81
1543,229976.7
1544,76145.555
1545,111972.016
1546,134911.03
1547,130440.13
1548,139618.53
1549,126352.23
1550,147788.42
1551,109120.91
1552,132364.77
1553,163800.89
1554,109946.07
1555,166822.84
1556,86677.67
1557,110345.24
1558,94996.77
1559,87523.445
1560,134702.53
1561,147516.45
1562,133613.77
1563,120408.33
1564,153268.73
1565,148127.55
1566,249921.61
1567,61256.2
1568,227240.31
1569,149569.47
1570,132132.75
1571,121603.02
1572,146663.42
1573,228572.95
1574,111252.695
1575,222311.97
1576,235870.42
1577,201539.52
1578,154358.05
1579,153862.69
1580,193008.23
1581,156387.78
1582,131048.97
1583,330585.84
1584,222127.9
1585,140603.31
1586,76432.69
1587,96709.18
1588,152115.9
1589,97192.53
1590,131732.72
1591,93932.625
1592,115921.82
1593,132886.56
1594,126620.414
1595,113022.04
1596,247614.48
1597,183780.0
1598,213432.6
1599,189376.94
1600,189912.44
1601,74401.63
1602,106854.7
1603,88358.49
1604,263536.28
1605,234589.27
1606,164654.78
1607,155090.22
1608,223275.38
1609,196157.8
1610,148406.25
1611,144923.11
1612,162477.23
1613,163573.86
1614,115736.484
1615,95815.836
1616,65931.01
1617,97593.414
1618,124794.15
1619,143554.98
1620,148338.45
1621,134285.6
1622,132979.67
1623,302429.94
1624,200359.44
1625,132153.72
1626,171533.47
1627,194975.03
1628,268941.56
1629,179436.55
1630,392167.66
1631,240340.78
1632,260327.73
1633,171546.5
1634,181846.97
1635,178543.22
1636,154435.66
1637,183976.95
1638,211882.45
1639,185213.73
1640,259714.66
1641,176276.39
1642,224879.95
1643,211479.0
1644,217530.16
1645,188019.77
1646,159433.73
1647,160172.34
1648,129581.6
1649,138468.53
1650,118809.23
1651,123797.02
1652,93667.84
1653,94222.83
1654,149374.56
1655,148730.67
1656,150245.53
1657,152532.05
1658,144916.34
1659,135104.94
