Id,SalePrice
1461,194926.83
1462,3.2066012e+06
1463,194620.7
1464,212922.1
1465,112659.64
1466,175827.08
1467,94663.34
1468,165743.52
1469,74806.29
1470,203759.38
1471,49472.227
1472,106150.77
1473,90009.83
1474,165408.9
1475,77692.11
1476,389817.28
1477,265623.66
1478,197204.08
1479,301275.5
1480,2.9248242e+06
1481,174198.08
1482,146335.55
1483,170454.14
1484,163506.77
1485,118489.67
1486,228105.6
1487,720482.3
1488,366525.38
1489,190016.6
1490,454671.78
1491,181418.14
1492,456505.28
1493,578891.06
1494,345220.88
1495,247479.58
1496,167410.27
1497,478244.72
1498,165886.31
1499,97768.03
1500,155831.25
1501,282295.06
1502,526101.4
1503,232460.66
1504,487009.84
1505,257824.47
1506,444486.75
1507,333337.62
1508,161096.06
1509,344970.75
1510,189506.25
1511,38120.637
1512,151672.05
1513,27214.635
1514,193084.6
1515,69550.13
1516,65426.344
1517,235920.62
1518,123482.24
1519,149988.52
1520,168302.23
1521,137556.28
1522,135210.72
1523,120666.516
1524,426879.4
1525,211341.08
1526,260743.75
1527,171760.4
1528,71100.42
1529,199032.44
1530,714678.5
1531,50076.65
1532,52081.895
1533,201986.58
1534,145347.06
1535,68614.15
1536,46220.285
1537,38481.527
1538,124434.95
1539,33954.4
1540,19684.979
1541,83216.836
1542,102273.2
1543,469726.44
1544,212617.52
1545,188287.73
1546,184950.62
1547,503545.22
1548,370399.1
1549,166165.61
1550,424268.9
1551,124211.81
1552,828908.1
1553,146754.67
1554,587293.3
1555,74824.336
1556,78104.055
1557,1.9580892e+06
1558,119936.95
1559,6606.536
1560,30523.746
1561,60852.227
1562,184492.25
1563,99411.43
1564,121061.99
1565,150266.98
1566,955971.06
1567,112089.28
1568,217613.12
1569,226803.0
1570,73412.08
1571,36051.04
1572,120970.81
1573,45844.234
1574,61880.89
1575,1.01738725e+06
1576,123195.0
1577,143540.45
1578,97679.21
1579,240245.67
1580,233582.9
1581,56380.35
1582,97590.664
1583,332173.3
1584,243501.75
1585,149880.4
1586,20443.445
1587,163222.9
1588,168603.61
1589,60953.754
1590,109485.09
1591,136693.17
1592,20065.172
1593,514996.06
1594,341496.47
1595,128573.3
1596,163857.22
1597,121709.11
1598,194794.88
1599,248343.25
1600,173796.02
1601,106756.555
1602,49785.414
1603,19144.45
1604,244128.86
1605,141339.31
1606,191940.81
1607,64746.72
1608,353118.53
1609,421467.75
1610,93904.9
1611,68831.414
1612,168555.39
1613,193805.2
1614,18424.156
1615,79643.09
1616,213643.97
1617,127882.86
1618,127910.55
1619,589311.94
1620,613232.4
1621,176268.62
1622,426718.22
1623,703662.2
1624,62488.76
1625,173769.33
1626,154790.72
1627,266350.4
1628,246643.14
1629,142112.97
1630,1.165433e+06
1631,76682.6
1632,233869.56
1633,134711.84
1634,114057.9
1635,133865.31
1636,144657.44
1637,150159.97
1638,80826.28
1639,156240.02
1640,298659.1
1641,252769.69
1642,254702.64
1643,16237.881
1644,207673.6
1645,71101.77
1646,279668.47
1647,294573.56
1648,51153.492
1649,146903.81
1650,87629.65
1651,104158.086
1652,111395.75
1653,72654.49
1654,152128.36
1655,318942.6
1656,250659.62
1657,204708.7
1658,325946.75
1659,122367.85
1660,92409.97
1661,260337.25
1662,593595.94
1663,231915.5
1664,7.15444e+07
